,prediction
122,45.49788602958165
123,82.49999501471589
124,94.49866967722967
125,83.49848654360349
126,10.49797773469199
127,34.49772751036184
128,63.49949947270376
129,3.4974177410628644
130,69.49825846252415
131,43.49785647240459
132,86.5000978942187
133,38.497783936039404
134,85.49851960817256
135,93.50027693335721
136,82.49999501471589
137,41.49890552494009
138,91.49861943213766
139,18.498237711012425
140,72.49830679709017
141,78.49840437859487
142,99.50042947372543
143,90.49860273175194
144,64.49817865105642
145,55.49803767465088
146,55.49803767465088
147,70.49827453835309
148,12.49746203265697
149,37.4987940460327
150,40.49781270374678
151,5.4977941162553
152,37.4987940460327
153,89.4985860560218
154,23.497582283961073
155,18.497523233909373
156,70.49968350620136
157,53.498006881658014
158,83.49848654360349
159,83.49848654360349
160,67.49960486693784
161,57.49934009548469
162,98.49873699248114
163,63.49816280843861
164,50.49915190070299
165,50.49915190070299
166,39.497798276669144
167,73.4997618217915
168,94.49866967722967
169,13.498078437061745
170,20.498299286873866
171,36.498765951309586
172,17.497512173034742
173,14.498111023417565
174,85.49851960817256
175,71.49829065012734
176,84.498503062216
177,83.49848654360349
178,95.4986864722923
179,5.4977941162553
180,21.49755798859827
181,34.49772751036184
182,4.497753112917009
183,56.49805314928776
184,36.498765951309586
185,17.497512173034742
186,90.50020035112273
187,12.49746203265697
188,9.497942944641137
189,91.49861943213766
190,29.498566299291152
191,23.498389920540788
192,78.49989168128769
193,24.498419731756716
194,65.49955225018275
195,40.49781270374678
196,95.50032787016242
197,54.498022251627454
198,33.498681065116365
199,26.49847882742998
200,2.497661536649983
201,52.49920594381485
202,25.498449363837423
203,62.49947302130524
204,28.498537286796022
205,6.497420709190942
206,23.498389920540788
207,88.49856940536395
208,3.4974177410628644
209,73.49832297851096
210,54.498022251627454
211,98.50040410572159
212,51.49797630698923
213,15.49749098189842
214,86.49853618099195
215,71.4997096463431
216,1.497437129240706
217,14.498111023417565
218,34.49772751036184
219,77.49986577295631
220,5.4974175537583525
221,64.49817865105642
222,78.49840437859487
223,95.50032787016242
224,57.49934009548469
225,70.49827453835309
226,40.49781270374678
227,85.49851960817256
228,6.497833212738719
229,78.49989168128769
230,10.49797773469199
231,17.497512173034742
232,2.497661536649983
233,78.49840437859487
234,91.49861943213766
235,68.4982424234249
236,80.49994340685119
237,24.498419731756716
238,61.499446526783636
239,98.49873699248114
240,56.49805314928776
241,98.49873699248114
242,11.497453324532845
243,87.50012354691964
244,13.498078437061745
245,53.498006881658014
246,57.49934009548469
247,95.50032787016242
248,96.49870329008981
249,65.4981945347916
250,12.49746203265697
251,61.498131250526676
252,32.498652553941696
253,36.49775552810045
254,44.49787121492503
255,57.49934009548469
256,51.49797630698923
257,29.498566299291152
258,84.50004650916262
259,38.49882204720263
260,94.49866967722967
261,48.49793088308929
262,11.497453324532845
263,64.49952588200195
264,34.49772751036184
265,98.50040410572159
266,4.497753112917009
267,71.49829065012734
268,21.49755798859827
269,45.49788602958165
270,49.499124790697756
271,45.49788602958165
272,48.49793088308929
273,75.499813862207
274,24.498419731756716
275,45.499015717072496
276,86.49853618099195
277,93.49865290526557
278,60.49811553732023
279,37.49776968529332
280,16.49750141280851
281,60.49811553732023
282,6.497833212738719
283,74.49978785853445
284,29.497659416706785
285,77.49838803501025
286,64.49952588200195
287,34.49772751036184
288,2.4974233776156325
289,4.497753112917009
290,39.49884995848892
291,1.4976055331088964
292,12.49746203265697
293,55.49803767465088
294,61.498131250526676
295,73.4997618217915
296,76.49837172258212
297,51.49797630698923
298,39.497798276669144
299,32.498652553941696
300,18.497523233909373
301,88.5001491736787
302,74.49833919368403
303,82.49999501471589
304,19.498268626140483
305,75.499813862207
306,7.497870864300365
307,33.49771365854563
308,40.49781270374678
309,98.49873699248114
310,12.498045400768763
311,22.497570034214238
312,28.498537286796022
313,92.50025142993304
314,85.50007221512212
315,8.497907371915197
316,94.50030241330914
317,13.497471248279998
318,89.50017477493685
319,91.49861943213766
320,22.498359918371616
321,41.49782721405
322,44.49787121492503
323,14.497480913840189
324,32.498652553941696
325,33.49771365854563
326,3.4974177410628644
327,96.50035330428092
328,20.498299286873866
329,70.49968350620136
330,64.49817865105642
331,49.499124790697756
332,78.49989168128769
333,98.50040410572159
334,41.49782721405
335,30.497672790970082
336,3.4977094251187615
337,56.49805314928776
338,46.49904308458732
339,51.499178951161
340,39.49884995848892
341,77.49838803501025
342,88.5001491736787
343,4.497753112917009
344,13.497471248279998
345,94.50030241330914
346,2.497661536649983
347,70.49827453835309
348,83.5000207758591
349,62.4981470079211
350,24.49759472466116
351,54.498022251627454
352,42.49893318635423
353,70.49827453835309
354,17.497512173034742
355,2.497661536649983
356,31.498623926442914
357,27.498508132166805
358,92.50025142993304
359,70.49968350620136
360,4.497416305180629
361,84.498503062216
362,82.49847005283067
363,6.497833212738719
364,92.49863615677363
365,44.49787121492503
366,13.498078437061745
367,17.498206519971056
368,18.497523233909373
369,55.49803767465088
370,30.49859517694387
371,54.498022251627454
372,67.49960486693784
373,0.49750020521679517
374,85.50007221512212
375,52.49920594381485
376,19.498268626140483
377,31.497686293387044
378,5.4974175537583525
379,24.498419731756716
380,98.49873699248114
381,17.497512173034742
382,57.498068674161594
383,77.49986577295631
384,98.49873699248114
385,31.497686293387044
386,98.49873699248114
387,49.499124790697756
388,78.49840437859487
389,22.497570034214238
390,65.4981945347916
391,45.49788602958165
392,6.497420709190942
393,87.50012354691964
394,1.4976055331088964
395,69.49825846252415
396,89.50017477493685
397,55.499286591163376
398,66.49821045869888
399,25.498449363837423
400,64.49952588200195
401,67.49822642186855
402,20.497546161879974
403,47.49791586586624
404,45.49788602958165
405,58.498084247956015
406,42.49893318635423
407,32.4976999178043
408,40.49887778332731
409,69.49825846252415
410,21.498329712071577
411,11.497453324532845
412,91.50022590265304
413,74.49978785853445
414,32.498652553941696
415,47.49907038461992
416,8.497431053846494
417,48.49909761931287
418,15.49749098189842
419,9.497437733036564
420,74.49833919368403
421,83.49848654360349
422,42.497841804551875
423,32.4976999178043
424,9.497942944641137
425,40.49887778332731
426,64.49817865105642
427,83.5000207758591
428,97.5003787160189
429,19.498268626140483
430,31.497686293387044
431,98.49873699248114
432,30.49859517694387
433,1.497437129240706
434,32.4976999178043
435,40.49887778332731
436,3.4977094251187615
437,13.497471248279998
438,1.4976055331088964
439,22.497570034214238
440,66.49821045869888
441,20.498299286873866
442,1.497437129240706
443,5.4974175537583525
444,52.49920594381485
445,6.497420709190942
446,92.50025142993304
447,74.49978785853445
448,87.49855278020704
449,54.49925976227079
450,77.49838803501025
451,46.497900913982825
452,18.497523233909373
453,46.49904308458732
454,48.49909761931287
455,40.49887778332731
456,43.49896077041751
457,4.497416305180629
458,29.498566299291152
459,14.497480913840189
460,24.49759472466116
461,48.49793088308929
462,85.49851960817256
463,90.49860273175194
464,21.498329712071577
465,70.49827453835309
466,98.50040410572159
467,42.49893318635423
468,61.499446526783636
469,27.49763307999911
470,43.49785647240459
471,42.49893318635423
472,61.498131250526676
473,20.498299286873866
474,23.497582283961073
475,39.497798276669144
476,17.498206519971056
477,54.498022251627454
478,71.4997096463431
479,30.49859517694387
480,16.498175028281274
481,27.498508132166805
482,30.497672790970082
483,70.49968350620136
484,67.49960486693784
485,22.498359918371616
486,46.497900913982825
487,64.49952588200195
488,36.49775552810045
489,78.49989168128769
490,91.50022590265304
491,99.50042947372543
492,98.49873699248114
493,62.4981470079211
494,91.50022590265304
495,81.49845359040843
496,65.4981945347916
497,49.499124790697756
498,28.497646177285915
499,6.497833212738719
500,11.498011856976877
501,11.497453324532845
502,86.5000978942187
503,2.4974233776156325
504,99.50042947372543
505,21.49755798859827
506,40.49781270374678
507,32.4976999178043
508,54.49925976227079
509,63.49816280843861
510,1.4976055331088964
511,50.49915190070299
512,19.497534570697344
513,72.49830679709017
514,33.49771365854563
515,85.50007221512212
516,60.49941998807411
517,27.49763307999911
518,9.497942944641137
519,72.49830679709017
520,69.49825846252415
521,80.49994340685119
522,58.4993667736063
523,79.49842075273872
524,27.49763307999911
525,57.49934009548469
526,50.49796110553124
527,18.497523233909373
528,19.498268626140483
529,76.49983983346841
530,23.498389920540788
531,8.497907371915197
532,67.49822642186855
533,56.49805314928776
534,88.49856940536395
535,14.498111023417565
536,43.49896077041751
537,53.498006881658014
538,86.49853618099195
539,34.498709465216166
540,12.49746203265697
541,1.497437129240706
542,17.498206519971056
543,8.497907371915197
544,40.49781270374678
545,42.497841804551875
546,35.49873775910701
547,25.497607344496473
548,91.49861943213766
549,68.4982424234249
550,56.49931336844251
551,25.498449363837423
552,74.49978785853445
553,95.50032787016242
554,35.49774146838701
555,31.498623926442914
556,68.4982424234249
557,37.49776968529332
558,66.49821045869888
559,4.497416305180629
560,70.49827453835309
561,31.497686293387044
562,96.50035330428092
563,11.497453324532845
564,77.49838803501025
565,2.4974233776156325
566,89.4985860560218
567,17.497512173034742
568,92.50025142993304
569,99.50042947372543
570,55.49803767465088
571,36.498765951309586
572,40.49781270374678
573,49.499124790697756
574,82.49999501471589
575,6.497420709190942
576,54.498022251627454
577,39.497798276669144
578,29.498566299291152
579,92.50025142993304
580,11.498011856976877
581,38.497783936039404
582,39.49884995848892
583,70.49827453835309
584,18.497523233909373
585,21.498329712071577
586,6.497420709190942
587,8.497907371915197
588,81.49996922522213
589,7.497425309545312
590,4.497416305180629
591,81.49996922522213
592,9.497437733036564
593,78.49840437859487
594,11.498011856976877
595,21.498329712071577
596,1.497437129240706
597,21.498329712071577
598,2.4974233776156325
599,19.497534570697344
600,59.499393404067185
601,0.49750020521679517
602,91.49861943213766
603,0.49750020521679517
604,29.498566299291152
605,65.49955225018275
606,41.49782721405
607,92.49863615677363
608,6.497833212738719
609,64.49817865105642
610,85.50007221512212
611,44.49898827981309
612,14.497480913840189
613,55.49803767465088
614,96.50035330428092
615,41.49782721405
616,80.4984371568634
617,90.50020035112273
618,3.4977094251187615
619,36.498765951309586
620,26.497620132819915
621,15.49749098189842
622,54.498022251627454
623,52.49799156625135
624,36.498765951309586
625,69.49965733011427
626,25.498449363837423
627,70.49968350620136
628,18.498237711012425
629,77.49986577295631
630,74.49978785853445
631,81.49845359040843
632,60.49811553732023
633,99.50042947372543
634,67.49822642186855
635,86.5000978942187
636,43.49785647240459
637,88.49856940536395
638,76.49983983346841
639,53.499232880324215
640,94.50030241330914
641,64.49952588200195
642,94.49866967722967
643,71.4997096463431
644,88.49856940536395
645,57.498068674161594
646,53.499232880324215
647,23.497582283961073
648,26.49847882742998
649,60.49941998807411
650,62.49947302130524
651,88.5001491736787
652,60.49941998807411
653,90.49860273175194
654,39.497798276669144
655,46.49904308458732
656,64.49817865105642
657,24.49759472466116
658,37.49776968529332
659,24.49759472466116
660,3.4977094251187615
661,31.498623926442914
662,1.497437129240706
663,99.49875387639335
664,42.497841804551875
665,46.497900913982825
666,24.49759472466116
667,56.49805314928776
668,73.49832297851096
669,67.49960486693784
670,76.49837172258212
671,21.498329712071577
672,66.49821045869888
673,59.498099869411114
674,77.49986577295631
675,41.49890552494009
676,11.498011856976877
677,81.49845359040843
678,60.49811553732023
679,12.49746203265697
680,28.497646177285915
681,64.49817865105642
682,44.49898827981309
683,21.49755798859827
684,33.498681065116365
685,61.498131250526676
686,11.498011856976877
687,62.4981470079211
688,69.49825846252415
689,72.49973575129626
690,48.49793088308929
691,24.498419731756716
692,8.497907371915197
693,53.499232880324215
694,40.49781270374678
695,19.498268626140483
696,93.49865290526557
697,9.497942944641137
698,19.497534570697344
699,3.4977094251187615
700,68.49963111729753
701,50.49796110553124
702,78.49840437859487
703,61.498131250526676
704,65.49955225018275
705,10.497445194901726
706,42.497841804551875
707,34.49772751036184
708,66.49821045869888
709,7.497425309545312
710,98.50040410572159
711,64.49952588200195
712,78.49989168128769
713,23.498389920540788
714,93.49865290526557
715,90.50020035112273
716,37.4987940460327
717,21.49755798859827
718,45.49788602958165
719,21.49755798859827
720,19.498268626140483
721,56.49931336844251
722,84.50004650916262
723,73.4997618217915
724,43.49785647240459
725,40.49781270374678
726,43.49785647240459
727,83.5000207758591
728,20.497546161879974
729,12.49746203265697
730,51.499178951161
731,25.498449363837423
732,24.498419731756716
733,94.50030241330914
734,48.49793088308929
735,75.49835544192753
736,46.497900913982825
737,11.498011856976877
738,27.498508132166805
739,86.49853618099195
740,36.49775552810045
741,42.49893318635423
742,87.50012354691964
743,1.497437129240706
744,86.49853618099195
745,80.49994340685119
746,51.499178951161
747,94.49866967722967
748,72.49973575129626
749,46.497900913982825
750,13.497471248279998
751,7.497425309545312
752,11.498011856976877
753,0.49750020521679517
754,58.4993667736063
755,59.499393404067185
756,49.499124790697756
757,74.49978785853445
758,99.49875387639335
759,24.49759472466116
760,81.49845359040843
761,36.49775552810045
762,18.497523233909373
763,16.498175028281274
764,38.497783936039404
765,22.498359918371616
766,78.49840437859487
767,54.49925976227079
768,23.497582283961073
769,92.49863615677363
770,22.498359918371616
771,59.498099869411114
772,42.497841804551875
773,26.497620132819915
774,93.49865290526557
775,34.49772751036184
776,4.497753112917009
777,5.4977941162553
778,78.49840437859487
779,99.50042947372543
780,81.49845359040843
781,4.497753112917009
782,3.4977094251187615
783,52.49799156625135
784,86.49853618099195
785,54.498022251627454
786,47.49907038461992
787,29.498566299291152
788,37.4987940460327
789,32.498652553941696
790,5.4977941162553
791,7.497425309545312
792,0.49750020521679517
793,65.49955225018275
794,53.499232880324215
795,34.49772751036184
796,1.497437129240706
797,78.49989168128769
798,25.497607344496473
799,94.50030241330914
800,15.498143207275358
801,52.49799156625135
802,4.497416305180629
803,37.4987940460327
804,6.497833212738719
805,21.49755798859827
806,28.497646177285915
807,47.49907038461992
808,28.497646177285915
809,83.49848654360349
810,83.49848654360349
811,18.498237711012425
812,79.49842075273872
813,39.497798276669144
814,25.498449363837423
815,6.497420709190942
816,46.497900913982825
817,74.49833919368403
818,85.50007221512212
819,53.499232880324215
820,28.497646177285915
821,22.498359918371616
822,91.50022590265304
823,88.5001491736787
824,31.498623926442914
825,69.49965733011427
826,96.50035330428092
827,66.49957857819155
828,39.497798276669144
829,96.49870329008981
830,6.497420709190942
831,36.49775552810045
832,5.4974175537583525
833,21.498329712071577
834,88.5001491736787
835,73.4997618217915
836,73.4997618217915
837,73.49832297851096
838,55.499286591163376
839,48.49793088308929
840,32.4976999178043
841,14.497480913840189
842,45.499015717072496
843,64.49952588200195
844,18.497523233909373
845,52.49799156625135
846,72.49973575129626
847,74.49833919368403
848,71.49829065012734
849,79.49991755905984
850,86.5000978942187
851,45.49788602958165
852,25.497607344496473
853,35.49774146838701
854,42.49893318635423
855,25.498449363837423
856,6.497833212738719
857,43.49896077041751
858,14.497480913840189
859,82.49999501471589
860,86.5000978942187
861,21.498329712071577
862,55.49803767465088
863,76.49983983346841
864,19.498268626140483
865,29.497659416706785
866,11.498011856976877
867,24.498419731756716
868,96.49870329008981
869,35.49774146838701
870,76.49837172258212
871,41.49782721405
872,31.497686293387044
873,31.497686293387044
874,93.50027693335721
875,98.50040410572159
876,28.497646177285915
877,61.499446526783636
878,9.497437733036564
879,75.49835544192753
880,59.499393404067185
881,30.497672790970082
882,68.4982424234249
883,37.4987940460327
884,70.49827453835309
885,74.49978785853445
886,81.49845359040843
887,12.498045400768763
888,44.49898827981309
889,85.50007221512212
890,18.498237711012425
891,14.497480913840189
892,42.49893318635423
893,55.49803767465088
894,39.497798276669144
895,76.49837172258212
896,75.49835544192753
897,64.49952588200195
898,27.49763307999911
899,68.49963111729753
900,68.4982424234249
901,2.4974233776156325
902,14.497480913840189
903,36.49775552810045
904,96.50035330428092
905,13.498078437061745
906,75.49835544192753
907,86.5000978942187
908,79.49842075273872
909,27.49763307999911
910,89.50017477493685
911,97.49872013026783
912,33.49771365854563
913,40.49781270374678
914,44.49787121492503
915,40.49781270374678
916,78.49989168128769
917,95.4986864722923
918,77.49838803501025
919,40.49781270374678
920,74.49978785853445
921,21.49755798859827
922,55.49803767465088
923,50.49915190070299
924,0.49750020521679517
925,37.49776968529332
926,15.49749098189842
927,7.497870864300365
928,71.49829065012734
929,18.498237711012425
930,86.5000978942187
931,65.49955225018275
932,34.498709465216166
933,93.49865290526557
934,64.49952588200195
935,13.497471248279998
936,35.49873775910701
937,38.49882204720263
938,77.49986577295631
939,17.497512173034742
940,92.49863615677363
941,90.49860273175194
942,56.49805314928776
943,60.49811553732023
944,40.49887778332731
945,85.49851960817256
946,2.4974233776156325
947,60.49811553732023
948,5.4977941162553
949,52.49799156625135
950,84.498503062216
951,52.49920594381485
952,26.49847882742998
953,59.498099869411114
954,34.498709465216166
955,58.4993667736063
956,24.498419731756716
957,26.497620132819915
958,47.49791586586624
959,1.497437129240706
960,21.498329712071577
961,91.49861943213766
962,5.4974175537583525
963,7.497870864300365
964,41.49782721405
965,30.49859517694387
966,23.498389920540788
967,77.49838803501025
968,66.49821045869888
969,76.49837172258212
970,27.498508132166805
971,65.49955225018275
972,54.49925976227079
973,47.49791586586624
974,71.49829065012734
975,12.49746203265697
976,95.50032787016242
977,27.498508132166805
978,27.49763307999911
979,25.498449363837423
980,59.498099869411114
981,15.498143207275358
982,15.498143207275358
983,79.49991755905984
984,85.49851960817256
985,3.4974177410628644
986,49.499124790697756
987,73.4997618217915
988,65.49955225018275
989,34.49772751036184
990,72.49973575129626
991,93.50027693335721
992,62.4981470079211
993,35.49774146838701
994,93.49865290526557
995,80.4984371568634
996,92.50025142993304
997,83.49848654360349
998,29.498566299291152
999,48.49793088308929
1000,24.49759472466116
1001,73.4997618217915
1002,41.49782721405
1003,54.49925976227079
1004,30.49859517694387
1005,23.497582283961073
1006,72.49830679709017
1007,39.49884995848892
1008,42.497841804551875
1009,19.498268626140483
1010,35.49873775910701
1011,0.49750020521679517
1012,63.49949947270376
1013,62.4981470079211
1014,6.497420709190942
1015,80.49994340685119
1016,9.497437733036564
1017,95.50032787016242
1018,20.497546161879974
1019,65.49955225018275
1020,31.498623926442914
1021,92.50025142993304
1022,68.49963111729753
1023,20.498299286873866
1024,8.497431053846494
1025,25.497607344496473
1026,82.49999501471589
1027,35.49774146838701
1028,53.499232880324215
1029,69.49965733011427
1030,25.498449363837423
1031,15.49749098189842
1032,18.498237711012425
1033,22.497570034214238
1034,61.499446526783636
1035,23.497582283961073
1036,79.49842075273872
1037,79.49842075273872
1038,52.49799156625135
1039,16.49750141280851
1040,85.49851960817256
1041,20.498299286873866
1042,59.499393404067185
1043,49.49794596362043
1044,66.49957857819155
1045,50.49796110553124
1046,2.4974233776156325
1047,99.49875387639335
1048,77.49838803501025
1049,95.4986864722923
1050,89.4985860560218
1051,6.497833212738719
1052,15.498143207275358
1053,28.498537286796022
1054,35.49774146838701
1055,37.4987940460327
1056,91.49861943213766
1057,25.497607344496473
1058,70.49827453835309
1059,32.498652553941696
1060,67.49822642186855
1061,15.49749098189842
1062,5.4974175537583525
1063,91.50022590265304
1064,1.497437129240706
1065,90.50020035112273
1066,20.497546161879974
1067,53.498006881658014
1068,75.499813862207
1069,29.498566299291152
1070,35.49774146838701
1071,40.49887778332731
1072,44.49898827981309
1073,62.4981470079211
1074,11.497453324532845
1075,48.49793088308929
1076,84.498503062216
1077,87.50012354691964
1078,0.49750020521679517
1079,8.497907371915197
1080,45.49788602958165
1081,13.497471248279998
1082,33.498681065116365
1083,60.49941998807411
1084,47.49907038461992
1085,79.49842075273872
1086,31.497686293387044
1087,11.498011856976877
1088,62.49947302130524
1089,8.497907371915197
1090,9.497942944641137
1091,15.498143207275358
1092,33.49771365854563
1093,15.498143207275358
1094,54.498022251627454
1095,12.498045400768763
1096,96.50035330428092
1097,67.49960486693784
1098,52.49920594381485
1099,51.49797630698923
1100,40.49887778332731
1101,30.49859517694387
1102,53.498006881658014
1103,30.49859517694387
1104,11.498011856976877
1105,42.49893318635423
1106,16.49750141280851
1107,93.49865290526557
1108,22.497570034214238
1109,2.4974233776156325
1110,78.49840437859487
1111,18.498237711012425
1112,55.49803767465088
1113,23.498389920540788
1114,78.49989168128769
1115,96.50035330428092
1116,85.50007221512212
1117,28.497646177285915
1118,29.497659416706785
1119,31.498623926442914
1120,97.5003787160189
1121,35.49873775910701
1122,25.498449363837423
1123,0.49750020521679517
1124,3.4977094251187615
1125,60.49941998807411
1126,91.50022590265304
1127,77.49986577295631
1128,45.499015717072496
1129,39.49884995848892
1130,93.49865290526557
1131,97.49872013026783
1132,93.49865290526557
1133,11.497453324532845
1134,15.498143207275358
1135,74.49833919368403
1136,22.497570034214238
1137,41.49890552494009
1138,73.49832297851096
1139,77.49986577295631
1140,71.4997096463431
1141,26.497620132819915
1142,1.4976055331088964
1143,73.49832297851096
1144,77.49986577295631
1145,67.49960486693784
1146,69.49825846252415
1147,15.498143207275358
1148,0.49750020521679517
1149,94.49866967722967
1150,3.4977094251187615
1151,26.49847882742998
1152,77.49986577295631
1153,41.49890552494009
1154,81.49996922522213
1155,2.4974233776156325
1156,49.49794596362043
1157,66.49821045869888
1158,14.497480913840189
1159,40.49781270374678
1160,78.49840437859487
1161,92.49863615677363
1162,69.49965733011427
1163,51.49797630698923
1164,15.49749098189842
1165,76.49837172258212
1166,14.497480913840189
1167,14.498111023417565
1168,8.497431053846494
1169,21.49755798859827
1170,81.49845359040843
1171,94.49866967722967
1172,87.50012354691964
1173,44.49898827981309
1174,1.4976055331088964
1175,89.4985860560218
1176,22.497570034214238
1177,27.498508132166805
1178,58.4993667736063
1179,47.49907038461992
1180,90.49860273175194
1181,54.498022251627454
1182,54.498022251627454
1183,4.497753112917009
1184,65.4981945347916
1185,17.498206519971056
1186,57.498068674161594
1187,1.4976055331088964
1188,36.49775552810045
1189,95.50032787016242
1190,99.49875387639335
1191,58.498084247956015
1192,31.498623926442914
1193,44.49787121492503
1194,4.497416305180629
1195,12.498045400768763
1196,77.49838803501025
1197,78.49840437859487
1198,0.49750020521679517
1199,55.499286591163376
1200,7.497870864300365
1201,36.498765951309586
1202,98.49873699248114
1203,96.49870329008981
1204,75.499813862207
1205,6.497833212738719
1206,85.50007221512212
1207,47.49791586586624
1208,78.49840437859487
1209,60.49941998807411
1210,75.49835544192753
1211,78.49989168128769
1212,17.497512173034742
1213,51.499178951161
1214,29.497659416706785
1215,69.49965733011427
1216,41.49782721405
1217,15.49749098189842
1218,94.50030241330914
1219,21.49755798859827
1220,0.49750020521679517
1221,84.498503062216
1222,81.49996922522213
1223,18.498237711012425
1224,87.49855278020704
1225,21.49755798859827
1226,16.498175028281274
1227,84.50004650916262
1228,29.498566299291152
1229,12.498045400768763
1230,86.5000978942187
1231,84.50004650916262
1232,37.49776968529332
1233,29.498566299291152
1234,5.4977941162553
1235,26.49847882742998
1236,65.49955225018275
1237,9.497437733036564
1238,85.49851960817256
1239,91.50022590265304
1240,1.497437129240706
1241,18.498237711012425
1242,15.498143207275358
1243,54.498022251627454
1244,1.497437129240706
1245,41.49782721405
1246,2.497661536649983
1247,73.4997618217915
1248,6.497833212738719
1249,5.4974175537583525
1250,96.49870329008981
1251,15.498143207275358
1252,64.49952588200195
1253,70.49968350620136
1254,28.498537286796022
1255,77.49838803501025
1256,1.497437129240706
1257,1.4976055331088964
1258,46.49904308458732
1259,92.49863615677363
1260,50.49796110553124
1261,68.4982424234249
1262,88.49856940536395
1263,76.49983983346841
1264,93.50027693335721
1265,98.49873699248114
1266,9.497942944641137
1267,81.49996922522213
1268,28.498537286796022
1269,21.49755798859827
1270,4.497416305180629
1271,14.498111023417565
1272,27.49763307999911
1273,74.49978785853445
1274,59.498099869411114
1275,16.498175028281274
1276,79.49991755905984
1277,90.50020035112273
1278,63.49949947270376
1279,34.49772751036184
1280,36.49775552810045
1281,75.49835544192753
1282,54.498022251627454
1283,58.498084247956015
1284,7.497425309545312
1285,30.49859517694387
1286,97.5003787160189
1287,68.4982424234249
1288,21.498329712071577
1289,45.499015717072496
1290,52.49920594381485
1291,88.5001491736787
1292,78.49989168128769
1293,21.49755798859827
1294,22.498359918371616
1295,93.49865290526557
1296,47.49907038461992
1297,84.50004650916262
1298,54.498022251627454
1299,38.497783936039404
1300,50.49915190070299
1301,97.49872013026783
1302,45.49788602958165
1303,24.498419731756716
1304,94.50030241330914
1305,13.497471248279998
1306,16.49750141280851
1307,59.498099869411114
1308,9.497942944641137
1309,73.49832297851096
1310,95.50032787016242
1311,38.497783936039404
1312,29.498566299291152
1313,59.499393404067185
1314,39.497798276669144
1315,39.497798276669144
1316,87.50012354691964
1317,81.49996922522213
1318,32.4976999178043
1319,37.49776968529332
1320,10.49797773469199
1321,54.49925976227079
1322,44.49898827981309
1323,30.497672790970082
1324,36.498765951309586
1325,2.497661536649983
1326,41.49890552494009
1327,47.49907038461992
1328,41.49782721405
1329,67.49960486693784
1330,14.497480913840189
1331,57.498068674161594
1332,49.499124790697756
1333,55.49803767465088
1334,35.49873775910701
1335,44.49787121492503
1336,74.49978785853445
1337,30.49859517694387
1338,14.497480913840189
1339,58.498084247956015
1340,48.49909761931287
1341,98.49873699248114
1342,39.49884995848892
1343,48.49909761931287
1344,60.49941998807411
1345,62.49947302130524
1346,24.49759472466116
1347,44.49787121492503
1348,6.497833212738719
1349,1.4976055331088964
1350,59.499393404067185
1351,13.497471248279998
1352,28.497646177285915
1353,65.49955225018275
1354,86.5000978942187
1355,25.497607344496473
1356,73.49832297851096
1357,74.49978785853445
1358,44.49787121492503
1359,96.50035330428092
